Date,Global_Price_USD_oz,USD_VND_Rate,Theoretical_Price_VND_Tael,VN_Spot_Price_VND_Tael,VN_Price_VND_Chi
2023-10-18,22.944000244140625,24490.0,677453.0,1227453.0,122745.0
2023-10-19,22.886999130249023,24555.0,677564.0,1227564.0,122756.0
2023-10-20,23.35099983215332,24550.0,691159.0,1241159.0,124116.0
2023-10-23,23.07200050354004,24520.0,682067.0,1232067.0,123207.0
2023-10-24,22.979999542236328,24590.0,681287.0,1231287.0,123129.0
2023-10-25,22.87700080871582,24550.0,677130.0,1227130.0,122713.0
2023-10-26,22.78700065612793,24560.0,674740.0,1224740.0,122474.0
2023-10-27,22.770000457763672,24604.0,675445.0,1225445.0,122545.0
2023-10-30,23.281999588012695,24570.0,689678.0,1239678.0,123968.0
2023-10-31,22.840999603271484,24558.0,676284.0,1226284.0,122628.0
2023-11-01,22.684999465942383,24560.0,671720.0,1221720.0,122172.0
2023-11-02,22.750999450683594,24585.0,674360.0,1224360.0,122436.0
2023-11-03,23.201000213623047,24570.0,687279.0,1237279.0,123728.0
2023-11-06,23.14900016784668,24520.0,684343.0,1234343.0,123434.0
2023-11-07,22.507999420166016,24335.0,660373.0,1210373.0,121037.0
2023-11-08,22.64699935913086,24310.0,663769.0,1213769.0,121377.0
2023-11-09,22.83099937438965,24370.0,670813.0,1220813.0,122081.0
2023-11-10,22.21500015258789,24340.0,651911.0,1201911.0,120191.0
2023-11-13,22.298999786376953,24315.0,653704.0,1203704.0,120370.0
2023-11-14,23.07900047302246,24381.0,678406.0,1228406.0,122841.0
2023-11-15,23.485000610351562,24376.0,690199.0,1240199.0,124020.0
2023-11-16,23.892000198364258,24286.0,699568.0,1249568.0,124957.0
2023-11-17,23.80900001525879,24288.0,697195.0,1247195.0,124719.0
2023-11-20,23.57900047302246,24250.0,689380.0,1239380.0,123938.0
2023-11-21,23.843000411987305,24170.0,694798.0,1244798.0,124480.0
2023-11-22,23.672000885009766,24130.0,688674.0,1238674.0,123867.0
2023-11-24,24.32900047302246,24240.0,711014.0,1261014.0,126101.0
2023-11-27,24.672000885009766,24260.0,721633.0,1271633.0,127163.0
2023-11-28,24.93000030517578,24230.0,728278.0,1278278.0,127828.0
2023-11-29,25.07200050354004,24240.0,732728.0,1282728.0,128273.0
2023-11-30,25.292999267578125,24260.0,739797.0,1289797.0,128980.0
2023-12-01,25.499000549316406,24250.0,745515.0,1295515.0,129551.0
2023-12-04,24.55500030517578,24270.0,718507.0,1268507.0,126851.0
2023-12-05,24.201000213623047,24250.0,707565.0,1257565.0,125756.0
2023-12-06,23.888999938964844,24266.0,698904.0,1248904.0,124890.0
2023-12-07,23.73200035095215,24274.0,694539.0,1244539.0,124454.0
2023-12-08,22.97100067138672,24275.0,672296.0,1222296.0,122230.0
2023-12-11,22.773000717163086,24220.0,664991.0,1214991.0,121499.0
2023-12-12,22.72800064086914,24250.0,664499.0,1214499.0,121450.0
2023-12-13,22.638999938964844,24260.0,662170.0,1212170.0,121217.0
2023-12-14,24.09600067138672,24279.0,705338.0,1255338.0,125534.0
2023-12-15,23.8700008392334,24245.0,697744.0,1247744.0,124774.0
2023-12-18,23.83099937438965,24260.0,697035.0,1247035.0,124703.0
2023-12-19,24.040000915527344,24350.0,705756.0,1255756.0,125576.0
2023-12-20,24.347000122070312,24350.0,714769.0,1264769.0,126477.0
2023-12-21,24.30699920654297,24335.0,713155.0,1263155.0,126316.0
2023-12-22,24.290000915527344,24320.0,712217.0,1262217.0,126222.0
2023-12-26,24.143999099731445,24230.0,705316.0,1255316.0,125532.0
2023-12-27,24.375,24325.0,714856.0,1264856.0,126486.0
2023-12-28,24.134000778198242,24345.0,708370.0,1258370.0,125837.0
2023-12-29,23.85300064086914,24235.0,696959.0,1246959.0,124696.0
2024-01-02,23.732999801635742,24260.0,694168.0,1244168.0,124417.0
2024-01-03,22.945999145507812,24325.0,672947.0,1222947.0,122295.0
2024-01-04,22.98900032043457,24370.0,675456.0,1225456.0,122546.0
2024-01-05,23.121999740600586,24360.0,679085.0,1229085.0,122908.0
2024-01-08,23.1200008392334,24370.0,679305.0,1229305.0,122930.0
2024-01-09,22.90399932861328,24330.0,671854.0,1221854.0,122185.0
2024-01-10,22.884000778198242,24360.0,672095.0,1222095.0,122209.0
2024-01-11,22.53700065612793,24405.0,663126.0,1213126.0,121313.0
2024-01-12,23.16200065612793,24475.0,683471.0,1233471.0,123347.0
2024-01-16,22.933000564575195,24470.0,676575.0,1226575.0,122658.0
2024-01-17,22.516000747680664,24500.0,665087.0,1215087.0,121509.0
2024-01-18,22.66699981689453,24500.0,669547.0,1219547.0,121955.0
2024-01-19,22.570999145507812,24545.0,667936.0,1217936.0,121794.0
2024-01-22,22.163000106811523,24540.0,655729.0,1205729.0,120573.0
2024-01-23,22.333999633789062,24550.0,661058.0,1211058.0,121106.0
2024-01-24,22.7549991607666,24565.0,673930.0,1223930.0,122393.0
2024-01-25,22.808000564575195,24600.0,676462.0,1226462.0,122646.0
2024-01-26,22.7549991607666,24605.0,675027.0,1225027.0,122503.0
2024-01-29,23.13800048828125,24595.0,686110.0,1236110.0,123611.0
2024-01-30,23.10700035095215,24530.0,683380.0,1233380.0,123338.0
2024-01-31,23.051000595092773,24395.0,677972.0,1227972.0,122797.0
2024-02-01,23.1299991607666,24415.0,680853.0,1230853.0,123085.0
2024-02-02,22.701000213623047,24400.0,667815.0,1217815.0,121781.0
2024-02-05,22.334999084472656,24335.0,655298.0,1205298.0,120530.0
2024-02-06,22.39299964904785,24370.0,657944.0,1207944.0,120794.0
2024-02-07,22.277999877929688,24355.0,654162.0,1204162.0,120416.0
2024-02-08,22.565000534057617,24400.0,663814.0,1213814.0,121381.0
2024-02-09,22.527999877929688,24400.0,662726.0,1212726.0,121273.0
2024-02-12,22.708999633789062,24400.0,668050.0,1218050.0,121805.0
2024-02-13,22.09600067138672,24400.0,650017.0,1200017.0,120002.0
2024-02-14,22.33099937438965,24400.0,656930.0,1206930.0,120693.0
2024-02-15,22.91200065612793,24400.0,674022.0,1224022.0,122402.0
2024-02-16,23.43899917602539,24450.0,690938.0,1240938.0,124094.0
2024-02-20,23.106000900268555,24530.0,683351.0,1233351.0,123335.0
2024-02-21,22.85099983215332,24525.0,675671.0,1225671.0,122567.0
2024-02-22,22.764999389648438,24525.0,673128.0,1223128.0,122313.0
2024-02-23,22.9689998626709,24590.0,680960.0,1230960.0,123096.0
2024-02-26,22.517000198364258,24630.0,668646.0,1218646.0,121865.0
2024-02-27,22.523000717163086,24660.0,669639.0,1219639.0,121964.0
2024-02-28,22.40999984741211,24625.0,665333.0,1215333.0,121533.0
2024-02-29,22.666000366210938,24620.0,672797.0,1222797.0,122280.0
2024-03-01,23.149999618530273,24640.0,687722.0,1237722.0,123772.0
2024-03-04,23.77899932861328,24640.0,706408.0,1256408.0,125641.0
2024-03-05,23.76300048828125,24676.0,706964.0,1256964.0,125696.0
2024-03-06,24.27199935913086,24690.0,722517.0,1272517.0,127252.0
2024-03-07,24.3700008392334,24665.0,724699.0,1274699.0,127470.0
2024-03-08,24.339000701904297,24680.0,724218.0,1274218.0,127422.0
2024-03-11,24.511999130249023,24640.0,728183.0,1278183.0,127818.0
2024-03-12,24.194000244140625,24635.0,718591.0,1268591.0,126859.0
2024-03-13,24.958999633789062,24645.0,741613.0,1291613.0,129161.0
2024-03-14,24.874000549316406,24675.0,739987.0,1289987.0,128999.0
2024-03-15,25.200000762939453,24690.0,750141.0,1300141.0,130014.0
2024-03-18,25.090999603271484,24720.0,747804.0,1297804.0,129780.0
2024-03-19,24.964000701904297,24715.0,743868.0,1293868.0,129387.0
2024-03-20,24.933000564575195,24740.0,743696.0,1293696.0,129370.0
2024-03-21,24.849000930786133,24775.0,742239.0,1292239.0,129224.0
2024-03-22,24.691999435424805,24785.0,737847.0,1287847.0,128785.0
2024-03-25,24.7450008392334,24768.0,738924.0,1288924.0,128892.0
2024-03-26,24.482999801635742,24740.0,730274.0,1280274.0,128027.0
2024-03-27,24.625,24770.0,735400.0,1285400.0,128540.0
2024-03-28,24.797000885009766,24785.0,740985.0,1290985.0,129098.0
2024-04-01,24.95400047302246,24810.0,746428.0,1296428.0,129643.0
2024-04-02,25.804000854492188,24795.0,771387.0,1321387.0,132139.0
2024-04-03,26.94499969482422,24900.0,808907.0,1358907.0,135891.0
2024-04-04,27.139999389648438,25000.0,818034.0,1368034.0,136803.0
2024-04-05,27.399999618530273,24935.0,823723.0,1373723.0,137372.0
2024-04-08,27.711999893188477,24950.0,833604.0,1383604.0,138360.0
2024-04-09,27.891000747680664,24960.0,839325.0,1389325.0,138932.0
2024-04-10,27.961000442504883,24945.0,840925.0,1390925.0,139093.0
2024-04-11,28.176000595092773,24935.0,847052.0,1397052.0,139705.0
2024-04-12,28.2549991607666,24980.0,850960.0,1400960.0,140096.0
2024-04-15,28.650999069213867,25000.0,863577.0,1413577.0,141358.0
2024-04-16,28.31800079345703,25180.0,859685.0,1409685.0,140969.0
2024-04-17,28.34600067138672,25280.0,863953.0,1413953.0,141395.0
2024-04-18,28.32900047302246,25400.0,867533.0,1417533.0,141753.0
2024-04-19,28.808000564575195,25400.0,882202.0,1432202.0,143220.0
2024-04-22,27.21299934387207,25440.0,834670.0,1384670.0,138467.0
2024-04-23,27.33099937438965,25455.0,838783.0,1388783.0,138878.0
2024-04-24,27.323999404907227,25440.0,838074.0,1388074.0,138807.0
2024-04-25,27.341999053955078,25405.0,837473.0,1387473.0,138747.0
2024-04-26,27.240999221801758,25350.0,832573.0,1382573.0,138257.0
2024-04-29,27.37299919128418,25330.0,835947.0,1385947.0,138595.0
2024-04-30,26.391000747680664,25330.0,805958.0,1355958.0,135596.0
2024-05-01,26.48900032043457,25330.0,808951.0,1358951.0,135895.0
2024-05-02,26.58300018310547,25330.0,811821.0,1361821.0,136182.0
2024-05-03,26.44499969482422,25390.0,809520.0,1359520.0,135952.0
2024-05-06,27.368999481201172,25400.0,838135.0,1388135.0,138813.0
2024-05-07,27.30299949645996,25370.0,835126.0,1385126.0,138513.0
2024-05-08,27.361000061035156,25400.0,837890.0,1387890.0,138789.0
2024-05-09,28.131999969482422,25425.0,862349.0,1412349.0,141235.0
2024-05-10,28.274999618530273,25440.0,867243.0,1417243.0,141724.0
2024-05-13,28.22100067138672,25450.0,865927.0,1415927.0,141593.0
2024-05-14,28.485000610351562,25453.0,874131.0,1424131.0,142413.0
2024-05-15,29.513999938964844,25450.0,905601.0,1455601.0,145560.0
2024-05-16,29.665000915527344,25445.0,910056.0,1460056.0,146006.0
2024-05-17,31.047000885009766,25431.0,951929.0,1501929.0,150193.0
2024-05-20,32.20500183105469,25448.0,988094.0,1538094.0,153809.0
2024-05-21,31.868000030517578,25452.0,977908.0,1527908.0,152791.0
2024-05-22,31.295000076293945,25461.0,960664.0,1510664.0,151066.0
2024-05-23,30.284000396728516,25464.0,929739.0,1479739.0,147974.0
2024-05-24,30.329999923706055,25469.0,931334.0,1481334.0,148133.0
2024-05-28,31.97100067138672,25445.0,980799.0,1530799.0,153080.0
2024-05-29,32.202999114990234,25448.0,988032.0,1538032.0,153803.0
2024-05-30,31.38800048828125,25450.0,963103.0,1513103.0,151310.0
2024-05-31,30.297000885009766,25450.0,929627.0,1479627.0,147963.0
2024-06-03,30.641000747680664,25440.0,939813.0,1489813.0,148981.0
2024-06-04,29.488000869750977,25432.0,904164.0,1454164.0,145416.0
2024-06-05,29.947999954223633,25410.0,917474.0,1467474.0,146747.0
2024-06-06,31.246999740600586,25415.0,957458.0,1507458.0,150746.0
2024-06-07,29.334999084472656,25420.0,899048.0,1449048.0,144905.0
2024-06-10,29.768999099731445,25400.0,911631.0,1461631.0,146163.0
2024-06-11,29.132999420166016,25415.0,892682.0,1442682.0,144268.0
2024-06-12,30.176000595092773,25435.0,925368.0,1475368.0,147537.0
2024-06-13,28.989999771118164,25435.0,888999.0,1438999.0,143900.0
2024-06-14,29.402000427246094,25435.0,901633.0,1451633.0,145163.0
2024-06-17,29.325000762939453,25450.0,899802.0,1449802.0,144980.0
2024-06-18,29.5049991607666,25425.0,904436.0,1454436.0,145444.0
2024-06-20,30.775999069213867,25450.0,944324.0,1494324.0,149432.0
2024-06-21,29.572999954223633,25450.0,907412.0,1457412.0,145741.0
2024-06-24,29.48900032043457,25425.0,903946.0,1453946.0,145395.0
2024-06-25,28.836999893188477,25455.0,885002.0,1435002.0,143500.0
2024-06-26,28.909000396728516,25455.0,887212.0,1437212.0,143721.0
2024-06-27,28.917999267578125,25465.0,887837.0,1437837.0,143784.0
2024-06-28,29.23699951171875,25455.0,897278.0,1447278.0,144728.0
2024-07-01,29.299999237060547,25445.0,898858.0,1448858.0,144886.0
2024-07-02,29.35300064086914,25450.0,900661.0,1450661.0,145066.0
2024-07-03,30.54800033569336,25450.0,937329.0,1487329.0,148733.0
2024-07-05,31.38800048828125,25450.0,963103.0,1513103.0,151310.0
2024-07-08,30.618000030517578,25412.0,938074.0,1488074.0,148807.0
2024-07-09,30.77199935913086,25415.0,942903.0,1492903.0,149290.0
2024-07-10,30.726999282836914,25413.0,941450.0,1491450.0,149145.0
2024-07-11,31.393999099731445,25415.0,961962.0,1511962.0,151196.0
2024-07-12,30.88599967956543,25420.0,946582.0,1496582.0,149658.0
2024-07-15,30.672000885009766,25410.0,939654.0,1489654.0,148965.0
2024-07-16,31.19499969482422,25360.0,953796.0,1503796.0,150380.0
